t_ns,decay,fit
9.3000000000e+00,1.5600709990e-01,1.5585792034e-01
9.3100000000e+00,1.5581423190e-01,1.5579069218e-01
9.3200000000e+00,1.5563054747e-01,1.5572355033e-01
9.3300000000e+00,1.5542699072e-01,1.5565649459e-01
9.3400000000e+00,1.5527675230e-01,1.5558952478e-01
9.3500000000e+00,1.5512975552e-01,1.5552264071e-01
9.3600000000e+00,1.5497244882e-01,1.5545584218e-01
9.3700000000e+00,1.5482278420e-01,1.5538912901e-01
9.3800000000e+00,1.5465399416e-01,1.5532250100e-01
9.3900000000e+00,1.5451020565e-01,1.5525595797e-01
9.4000000000e+00,1.5441898480e-01,1.5518949974e-01
9.4100000000e+00,1.5430213524e-01,1.5512312610e-01
9.4200000000e+00,1.5417877910e-01,1.5505683689e-01
9.4300000000e+00,1.5403837186e-01,1.5499063190e-01
9.4400000000e+00,1.5393058833e-01,1.5492451095e-01
9.4500000000e+00,1.5386470911e-01,1.5485847387e-01
9.4600000000e+00,1.5375337888e-01,1.5479252045e-01
9.4700000000e+00,1.5364970283e-01,1.5472665052e-01
9.4800000000e+00,1.5352316009e-01,1.5466086390e-01
9.4900000000e+00,1.5342488468e-01,1.5459516039e-01
9.5000000000e+00,1.5329937641e-01,1.5452953982e-01
9.5100000000e+00,1.5320587376e-01,1.5446400199e-01
9.5200000000e+00,1.5311778979e-01,1.5439854674e-01
9.5300000000e+00,1.5302741457e-01,1.5433317388e-01
9.5400000000e+00,1.5295612253e-01,1.5426788322e-01
9.5500000000e+00,1.5284062836e-01,1.5420267459e-01
9.5600000000e+00,1.5271791875e-01,1.5413754780e-01
9.5700000000e+00,1.5258101775e-01,1.5407250267e-01
9.5800000000e+00,1.5243661973e-01,1.5400753902e-01
9.5900000000e+00,1.5227801945e-01,1.5394265668e-01
9.6000000000e+00,1.5216125954e-01,1.5387785546e-01
9.6100000000e+00,1.5205209957e-01,1.5381313519e-01
9.6200000000e+00,1.5195611643e-01,1.5374849568e-01
9.6300000000e+00,1.5187495483e-01,1.5368393677e-01
9.6400000000e+00,1.5178640602e-01,1.5361945826e-01
9.6500000000e+00,1.5172172056e-01,1.5355505999e-01
9.6600000000e+00,1.5169721997e-01,1.5349074178e-01
9.6700000000e+00,1.5169987725e-01,1.5342650345e-01
9.6800000000e+00,1.5172690863e-01,1.5336234483e-01
9.6900000000e+00,1.5172758846e-01,1.5329826574e-01
9.7000000000e+00,1.5168492915e-01,1.5323426600e-01
9.7100000000e+00,1.5168126479e-01,1.5317034545e-01
9.7200000000e+00,1.5170499004e-01,1.5310650390e-01
9.7300000000e+00,1.5170992274e-01,1.5304274119e-01
9.7400000000e+00,1.5172291780e-01,1.5297905714e-01
9.7500000000e+00,1.5181169671e-01,1.5291545158e-01
9.7600000000e+00,1.5185973778e-01,1.5285192433e-01
9.7700000000e+00,1.5185436623e-01,1.5278847523e-01
9.7800000000e+00,1.5185218845e-01,1.5272510410e-01
9.7900000000e+00,1.5184918776e-01,1.5266181077e-01
9.8000000000e+00,1.5180923461e-01,1.5259859507e-01
9.8100000000e+00,1.5178393845e-01,1.5253545683e-01
9.8200000000e+00,1.5176864063e-01,1.5247239589e-01
9.8300000000e+00,1.5176886273e-01,1.5240941206e-01
9.8400000000e+00,1.5172587605e-01,1.5234650519e-01
9.8500000000e+00,1.5172976092e-01,1.5228367510e-01
9.8600000000e+00,1.5167218004e-01,1.5222092162e-01
9.8700000000e+00,1.5164768670e-01,1.5215824459e-01
9.8800000000e+00,1.5163387193e-01,1.5209564385e-01
9.8900000000e+00,1.5165359433e-01,1.5203311921e-01
9.9000000000e+00,1.5161601279e-01,1.5197067052e-01
9.9100000000e+00,1.5162042833e-01,1.5190829762e-01
9.9200000000e+00,1.5162013739e-01,1.5184600032e-01
9.9300000000e+00,1.5158214753e-01,1.5178377848e-01
9.9400000000e+00,1.5153504565e-01,1.5172163192e-01
9.9500000000e+00,1.5153821179e-01,1.5165956048e-01
9.9600000000e+00,1.5153819726e-01,1.5159756399e-01
9.9700000000e+00,1.5153241544e-01,1.5153564230e-01
9.9800000000e+00,1.5149364177e-01,1.5147379523e-01
9.9900000000e+00,1.5150252685e-01,1.5141202263e-01
1.0000000000e+01,1.5147403746e-01,1.5135032433e-01
